Йосифович,Йосифович,Правильно,
Нуріївна,Нуреевна,Исправлено,
Мірчович,Мирчович,Правильно,
Сильвесторович,Сильвесторович,Правильно,
Калістратович,Калистратович,Правильно,
Жоржівна,Жоржевна,Исправлено,
Хайріївна,Хайреевна,Исправлено,
Дем’янівна,Демьяновна,Правильно,
Нарцизович,Нарцизович,Правильно,
Мезенович,Мезенович,Правильно,
Власівна,Власовна,Правильно,
Євгеніївна,Евгеньевна,Правильно,
Євменівна,Евменовна,Исправлено,
"В""ячеславівна",Вячеславовна,Исправлено,
Ашотович,Ашотович,Правильно,
Вацлавівна,Вацлавовна,Правильно,
Маріянович,Мариянович,Исправлено,
Олімпівна,Олимповна,Исправлено,
Олегі,Олеги,Исправлено,
Августович,Августович,Правильно,
Вікторович,Викторович,Исправлено в оригинальной таблице и в админке,
Юрїївна,Юрьевна,Испралено,
Ориславович,Ориславович,Правильно,
Аврамович,Аврамович,Исправлено,
В’ячеславівна,Вячеславовна,Правильно,
Іванович,Иванович,Исправлено в оригинальной таблице и в админке,
Євсевійович,Евсевиевич,Исправлено в оригинальной таблице и в админке,
Людвікович,Людвикович,Исправлено,
Васильович,Васильевич,Исправлено в оригинальной таблице и в админке,
Йосифатович,Йосифатович,Правильно,
Цезарівна,Цезаровна,Исправлено,
Валеріївна,Валериевна,Исправлено в оригинальной таблице и в админке,
Ізмаїлович,Измаилович,Исправлено,
Хажмуридович,Хажмуридович,Правильно,
Аронович,Аронович,Правильно,
Євгенович,Евгеньевич,Правильно,
Вікторович,Викторович,Исправлено в оригинальной таблице и в админке,
Риносійович,Риносиевич,Правильно,
Сафронович,Сафронович,Правильно,
Миколаївна,Николаевна,Исправлено в оригинальной таблице и в админке,
В'ячеславович,Вячеславович,Правильно,
Iванович,Иванович,Правильно,
Марксович,Марксович,Правильно,
Яремович,Яремович,Исправлено,
Любимович,Любимович,Правильно,
Кризостанівна,Кризостановна,Исправлено,
Івнович,Иванович,Правильно,
Мар’янович,Марьянович,Правильно,
Андронович,Андронович,Правильно,
Йозифович,Йозифович,Правильно,
Вячеславович,Вячеславович,Правильно,
Анатоліївна,Анатолиевна,Исправлено в оригинальной таблице и в админке,
Францович,Францевич,Правильно,
Сергіївна,Сергеевна,Исправлено в оригинальной таблице и в админке,
Алайошович,Алаешевич,Исправлено,
Дементійович,Дементьевич,Правильно,
Дейнешович,Дейнешович,Правильно,
Джалалівна,Джалаловна,Исправлено,
Васильович,Васильевич,Исправлено в оригинальной таблице и в админке,
Самуїлівна,Самуиловна,Исправлено,
Габорович,Габорович,Правильно,
Євсейович,Евсеевич,Исправлено,
Рафкатович,Рафкатович,Правильно,
Якович,Яковлевич,Исправлено в оригинальной таблице и в админке,
Новомирович,Новомирович,Правильно,
Мусійович,Мусиевич,Исправлено,
В’ячеславович,Вячеславович,Правильно,
Акімович,Акимович,Правильно,
Ернестович,Эрнестович,Правильно,
Шимонович,Шимонович,Правильно,
Муллахметівна,Муллахметовна,Исправлено,
Віталіївна,Витальевна,Исправлено в оригинальной таблице и в админке,
Абудурашитович,Абудурашитович,Правильно,
Діодорович,Диодорович,Исправлено,
Мелентійович,Мелентиевич,Правильно,
Арутюнович,Арутюнович,Правильно,
Сулейманович,Сулейманович,Правильно,
Сафронівна,Сафроновна,Исправлено,
Суду,Суд,,
Самуілівна,Самуиловна,Исправлено,
Огли,Оглы,Правильно,
Єгорович,Егорович,Правильно,
Петрович,Петрович,Исправлено в оригинальной таблице и в адмминке,
Металович,Металович,Правильно,
Важайович,Важаевич,Исправлено,
Євгенійович,Евгеньевич,Правильно,
Авчиханович,Авчиханович,Правильно,
Олодарович,Олодарович,Правильно,
Яковлевич,Яковлевич,Правильно,
Людвигович,Людвигович,Правильно,
Знаменівна,Знаменовна,Исправлено,
Климентійович,Климентьевич,Правильно,
Хазреталійович,Хазреталиевич,Исправлено,
Володимировича,Владимировича,Правильно,
Стахович,Стахович,Правильно,
Методійович,Методиевич,Правильно,
Власович,Власович,Правильно,
Нестерович,Нестерович,Правильно,
Жанович,Жанович,Правильно,
Сектору,Сектора,Исправлено в оригинальной таблице и в адмминке,
Cергійович,Сергеевич,Правильно,
Іванович,Иванович,Исправлено в оригинальной таблице и в адмминке,
Альбінович,Альбинович,Правильно,
Миколаївна,Николаевна,Исправлено в оригинальной таблице и в адмминке,
Юрійович,Юрьевич,Правильно,
Євгенівна,Евгеньевна,Правильно,
Леонович,Леонович,Правильно,
Афанасіївна,Афанасиевна,Исправлено в оригинальной таблице и в адмминке,
Львівна,Львовна,Правильно,
Леонидівна,Леонидовна,Правильно,
Тодосьович,Тодосьевич,Исправлено,
Аббасівна,Аббасовна,Исправлено,
Францівна,Францевна,Правильно,
Савватійович,Савватиевич,Правильно,
Євгеніївна,Евгениевна,Исправлено в оригинальной таблице и в адмминке,
Валер'янівна,Валерьяновна,Правильно,
Ізраілевич,Израилевич,Правильно,
Шамілевич,Шамилевич,Исправлено,
Бабиківна,Бабиковна,Исправлено,
Євстафійович,Евстафьевич,Правильно,
Лазаревич,Лазаревич,Правильно,
Енн,Энн,Правильно,
Єгорівна,Егоровна,Правильно,
Мостова,Мостовая,Правильно,
Голота,Голота,Исправлено,
Яковлев Юрій,Яковлев Юрий,Правильно,
Буряченко,Буряченко,Правильно,
Точицький,Точицкий,Правильно,
Батенко,Батенко,Правильно,
Околот,Околот,Правильно,
Фліссак,Флиссак,Правильно,
Ступіна,Ступина,Правильно,
Піщенко,Пищенко,Правильно,
Дрибас,Дрибас,Правильно,
Першогуба,Першогуба,Правильно,
Круподер,Круподер,Правильно,
Мітницький,Митницкий,Правильно,
Кулеша,Кулеша,Правильно,
Євстафіїв,Евстафиев,Исправлено,
Праведний,Праведный,Правильно,
Хопта,Хопта,Правильно,
Швидченко,Швыдченко,Правильно,
Прозорова,Прозорова,Правильно,
Дробінов,Дробинов,Исправлено,
Шапран,Шапран,Правильно,
Новіцька,Новицкая,Правильно,
Хімчак,Химчак,Правильно,
Хилюк,Хилюк,Правильно,
Курілайтене,Курилайтэнэ,Исправлено,
Бешта,Бешта,Правильно,
Войціцька,Войцицкая,Исправлено,
Коробенко,Коробенко,правильно,
Григорченко,Григорченко,правильно,
Панова,Панова,правильно,
Побер,Побер,правильно,
Соколенко,Соколенко,правильно,
Дикунська,Дикунская,Исправлено,
Парінова,Паринова,правильно,
Яковлева,Яковлева,правильно,
Бахметова,Бахметова,правильно,
Железняк,Железняк,правильно,
Колбаса,Колбаса,правильно,
Трут,Трут,правильно,
Демянчук,Демянчук,правильно,
Соломко,Соломко,правильно,
Довгий,Довгый,Исправлено,
Боголюбська,Боголюбская,правильно,
Григор,Григор,правильно,
Кремінь,Кремень,правильно,
Собків,Собкив,правильно,
Городовенко,Городовенко,правильно,
Когут,Когут,Исправлено,
Мазник,Мазник,правильно,
Кубів,Кубив,Исправлено,
Новіков,Новиков,правильно,
Іонова,Ионова,правильно,
Івонін,Ивонин,правильно,
Квятковський,Квятковский,правильно,
Лабоженко,Лабоженко,правильно,
Шевель,Шевель,правильно,
Тіменко,Тименко,Исправлено,
Яцко,Яцко,правильно,
Шахова,Шаховая,правильно,
Бєлькова,Белькова,правильно,
Семенюк Геннадій,Семенюк Геннадий,правильно,
Кіселик,Киселик,Исправлено,
Євпак,Евпак,правильно,
Бубличенко,Бубличенко,правильно,
Сотник,Сотник,правильно,
Шпонька,Шпонька,правильно,
Горбов,Горбов,правильно,
Скопич,Скопич,Исправлено,
Радняна,Радняна,правильно,
Міщій,Мищий,правильно,
Лазоренко,Лазоренко,правильно,
Касьян,Касьян,правильно,
Гвоздь,Гвоздь,правильно,
Філюк,Филюк,правильно,
Кунда,Кунда,правильно,
Ушанов,Ушанов,правильно,
Корольченко,Корольченко,правильно,
Реус,Реус,правильно,
Сергіенко,Сергиенко,правильно,
Цілюрик,Цилюрик,правильно,
Балаченко,Балаченко,правильно,
Повєткін,Поветкин,правильно,
Славська,Славская,правильно,
Лисий,Лысый,правильно,
Чумак,Чумак,правильно,
Борзаниця,Борзаница,Исправлено,
Бичков,Бычков,правильно,
Мацький,Мацкий,Исправлено,
Гуль,Гуль,Исправлено,
Береза,Береза,правильно,
Котвіцький,Котвицкий,правильно,
Мілінчук,Милинчук,правильно,
Гайсюк,Гайсюк,правильно,
Запорощенко,Запорощенко,правильно,
Пушилін,Пушилин,Исправлено,
Оніпко,Онипко,правильно,
Молоток,Молоток,правильно,
Дуднік,Дудник,правильно,
Пристайко,Пристайко,правильно,
Шеметенко Людмила,Шеметенко Людмила,правильно,
Меткий,Меткий,Исправлено,
Клок,Клок,правильно,
Рупак,Рупак,правильно,
Авакян,Авакян,правильно,
Башинський,Башинский,правильно,
Кравчук,Кравчук,правильно,
Збітнєв,Збитнев,правильно,
Прохоренко,Прохоренко,правильно,
Гадай,Гадай,Исправлено,
Калнаус,Калнаус,правильно,
Борко,Борко,правильно,
Бегунц,Бегунц,правильно,
Мусевич,Мусевич,правильно,
Вербова,Вербовая,Исправлено,
Кобеля,Кобеля,правильно,
Томчишен,Томчишен,правильно,
Поливач,Поливач,правильно,
Пацкан,Пацкан,правильно,
Скібіцький,Скибицкий,правильно,
Дегтярев,Дегтярев,правильно,
Онушко,Онушко,правильно,
Осіян,Осиян,Исправлено,
Боєва,Боева,правильно,
Паленик,Паленик,правильно,
Смачило,Смачило,правильно,
Франовська,Франовская,правильно,
Лазоришинець,Лазоришинец,правильно,
Цьомка,Цемка,правильно,
Оверіна,Оверина,Исправлено,
Приймак,Приймак,Исправлено,
Смілуха,Смилуха,Исправлено,
Моховик,Моховик,правильно,
Щавурська,Щавурская,Исправлено,
Добродняк,Добродняк,правильно,
Страшний,Страшный,правильно,
Лутковська,Лутковская,правильно,
Черленяк,Черленяк,правильно,
Піхоцький,Пихоцкий,Исправлено в оригинальной таблице и в адмминке,
Фащевська,Фащевская,правильно,
Убоженко,Убоженко,правильно,
Айсін,Айсин,правильно,
Ревенко,Ревенко,правильно,
Харечко,Харечко,правильно,
Купрієнко,Куприенко,правильно,
Жарук,Жарук,правильно,
Попович,Попович,правильно,
Танасогло Тетяна,Танасогло Татьяна,правильно,
Могиляк,Могиляк,правильно,
Крукевич,Крукевич,правильно,
Дехтяренко,Дехтяренко,правильно,
Дем’яненко,Демьяненко,правильно,
Бараннік,Баранник,правильно,
Суровицька,Суровицкая,правильно,
Дробот,Дробот,правильно,
Ярова,Яровая,правильно,
Деревінський,Деревинский,правильно,
Резніченко,Резниченко,правильно,
Габрієль,Габриель,правильно,
Жовква,Жовква,правильно,
Заїкін,Заикин,правильно,
Чернушенко,Чернушенко,правильно,
Устіменко,Устименко,правильно,
Калініч,Калинич,правильно,
Корнейко,Корнейко,правильно,
Бараненко,Бараненко,правильно,
Сакалов,Сакалов,правильно,
Гурзель,Гурзель,правильно,
Романченко,Романченко,правильно,
Бобов,Бобов,правильно,
Садовий,Садовой,Исправлено в оригинальной таблице и в адмминке,
Шпур,Шпур,правильно,
Бойко Андрій,Бойко Андрей,правильно,
Балицький,Балицкий,правильно,
Кострицький,Кострицкий,правильно,
Кіфряк,Кифряк,Исправлено,
Рябуха,Рябуха,правильно,
Сенін,Сенин,правильно,
Пашнєв,Пашнев,Исправлено,
Вотьканич,Вотьканич,правильно,
Чернусь,Чернусь,правильно,
Ситников,Ситников,правильно,
Старова,Старова,правильно,
Литвин,Литвин,правильно,
Гайдук,Гайдук,правильно,
Левкулич,Левкулич,правильно,
Білей,Билей,Исправлено,
Моршинін,Моршинин,Исправлено,
Слободанюк,Слободанюк,правильно,
Жарінова,Жаринова,правильно,
Бовкуненко,Бовкуненко,правильно,
Волік,Волик,правильно,
Липчей,Липчей,правильно,
Гладкий,Гладкий,правильно,
Пікуль,Пикуль,правильно,
Масоріна,Масорина,правильно,
Джердж,Джердж,правильно,
Саліхов,Салихов,Исправлено,
Ар’єв,Арьев,Исправлено,
Македон,Македон,правильно,
Ничипоренко,Ничипоренко,правильно,
Матейченко,Матейченко,правильно,
Новікова,Новикова,правильно,
Чупина,Чупина,правильно,
Пеклушенко,Пеклушенко,правильно,
Кутиніна,Кутинина,правильно,
Зарудяна,Зарудяна,правильно,
Гуков,Гуков,правильно,
Малиш,Малыш,правильно,
Фелонюк,Фелонюк,правильно,
Ільяшенко,Ильяшенко,правильно,
Владимиренко,Владимиренко,правильно,
Кравець,Кравец,Исправлено,
Сеничак,Сеничак,правильно,
Талайчук,Талайчук,правильно,
Малий,Малый,правильно,
Сорочан,Сорочан,правильно,
Нікітюк,Никитюк,правильно,
Коробов,Коробов,правильно,
Деркач,Деркач,Исправлено,
Семиженко,Семиженко,правильно,
Блажівська,Блаживская,правильно,
Лашевич,Лашевич,правильно,
Лахненко,Лахненко,правильно,
Сапожников,Сапожников,правильно,
Бартош,Бартош,правильно,
Чуприна,Чуприна,Исправлено,
Лісова,Лисовая,Исправлено,
Зеленецький,Зеленецкий,правильно,
Мечкало,Мечкало,правильно,
Хіль,Хиль,правильно,
Кордюк,Кордюк,правильно,
Неліковська,Неликовская,Исправлено,
Негой,Негой,правильно,
Храпак,Храпак,правильно,
Поташник,Поташник,правильно,
Піддубний,Пиддубный,Исправлено в оригинальной таблице и в адмминке,
Кожем’якін,Кожемякин,правильно,
Пляцук,Пляцук,правильно,
Шрамков,Шрамков,правильно,
Баранник,Баранник,правильно,
Скуратовський,Скуратовский,правильно,
Луняченко,Луняченко,правильно,
Панько,Панько,правильно,
Шпинта,Шпинта,правильно,
Кавилін,Кавилин,Исправлено ,
Чуднов,Чуднов,правильно,
Бабін,Бабин,правильно,
Бабік,Бабиков,правильно,
Бабій,Бабник,правильно,
Шарпінський,Шарпинский,Исправлено,
Бас,Бас,правильно,
Бац,Бац,правильно,
Кузькін,Кузькин,правильно,
Чурсін,Чурсин,правильно,
Лєньков,Леньков,правильно,
Главаті,Главати,правильно,
Гарбуз,Гарбуз,Исправлено,
Дубовий,Дубовый,правильно,
Дикун,Дикун,Исправлено,
Одемчук,Одемчук,правильно,
Осійчук,Осийчук,правильно,
Павлій,Павлий,правильно,
Оксентюк,Оксентюк,правильно,
Безчастний,Безчастный,правильно,
Бонк,Бонк,правильно,
Вдовін,Вдовин,правильно,
Сажко,Сажко,правильно,
Могильний,Могильный,правильно,
Корево,Корево,правильно,
Чернецький,Чернецкий,правильно,
Топал,Топал,правильно,
Пуль,Пуль,правильно,
Луганський,Луганский,правильно,
Горєлов,Горелов,правильно,
Пошва,Пошва,правильно,
Возний,Возный,правильно,
Болібрух,Болибрух,правильно,
Ропій,Ропий,Исправлено,
Продіус,Продиус,правильно,
Ковбас,Ковбас,Исправлено,
Сергачов,Сергачов,правильно,
Фарятьєв,Фарятьев,Исправлено,
Гребельний,Гребельный,Исправлено,
Теплюк,Теплюк,правильно,
Сергейчук,Сергейчук,правильно,
Гаврищук,Гаврищук,правильно,
Голубятников,Голубятников,правильно,
Джума,Джума,правильно,
Циплинський,Циплинский,правильно,
Погорєлова Г,Погорелова Г,правильно,
Голубєй,Голубей,Исправлено,
Дзюба,Дзюба,правильно,
Кухар,Кухар,Исправлено,
Мараєва,Мараева,Исправлено,
Чупак,Чупак,правильно,
Паньков,Паньков,правильно,
Шемета,Шемета,правильно,
Горбань,Горбун,правильно,
Барицька,Барицкая,Исправлено,
Карась,Карась,правильно,
Швець,Швец,Исправлено,
Осіпова,Осипова,правильно,
Трофімова,Трофимова,правильно,
Лосєв,Лосев,правильно,
Прокопанич,Прокопанич,правильно,
Куліков,Куликов,правильно,
Вінник,Винник,правильно,
Райковський,Райковский,правильно,
Лібанов,Либанов,правильно,
Шулєжко,Шулежко,Исправлено,
Плаха,Плаха,правильно,
Мотуляк,Мотуляк,правильно,
Ястребова,Ястребова,правильно,
Свачій,Свачий,Исправлено,
Орел,Орел,правильно,
Машура,Машура,правильно,
Ковтун Віктор Панасович -,Ковтун Виктор Панасьевич -,Исправлено,
Авдеєв,Авдеев,правильно,
Готра,Готра,правильно,
Квіташвілі,Квиташвили,правильно,
Дунаєвська,Дунаевская,правильно,
Киця,Кица,Исправлено,
Нещадим,Нещадим,правильно,
Качан,Качан,Исправлено,
Очеретиний,Очеретный,Исправлено в оригинальной таблице и в адмминке,
Дем’яносов,Демьяносов,Исправлено,
Прат,Прат,Исправлено,
Кваша,Кваша,Исправлено,
Біланенко,Биланенко,правильно,
Пентек,Пентек,правильно,
Машкаринець,Машкаринец,правильно,
Лиска,Лиска,правильно,
Кузьмичов,Кузьмичев,правильно,
Чижмарь,Чижмарь,правильно,
Махек,Махек,правильно,
Бєлоусов,Белоусов,правильно,
Поярков,Поярков,правильно,
Сажинов,Сажинов,правильно,
Белюк,Белюк,правильно,
Вуйко,Вуйко,Исправлено,
Велько,Велько,правильно,
Задворний,Задворный,правильно,
Мандрик,Мандрык,Исправлено,
Василькевич,Василькевич,правильно,
Тичкова,Тычкова,Исправлено,
Дуковський,Дуковский,Исправлено,
Сисак,Сисак,правильно,
Святецький,Святецкий,Исправлено,
Корітко,Коритко,Исправлено,
Дармін,Дармин,Исправлено,
Черкаський,Черкаский,Исправлено,
Яворський,Яворский,правильно,
Патрюк,Патрюк,правильно,
Ососков,Ососков,правильно,
Розваляєва,Розваляева,правильно,
Бруновська (савицька),Бруновская (Савицкая),Исправлено,
Гвоздьов,Гвоздев,правильно,
Малетич,Малетич,правильно,
Заяць,Заяц,правильно,
Мосьондз,Мосендз,правильно,
Хамська,Хамская,правильно,
Матієк,Матиек,Исправлено,
Моторна,Моторная,Исправлено,
Робулець,Робулец,правильно,
Вільхова,Вильховая,Исправлено,
Пищида,Пищида,правильно,
Шамшур,Шамшур,правильно,
Алькова,Алькова,правильно,
Агрикова,Агрикова,правильно,
Стрижеус,Стрижеус,правильно,
Хачатрян,Хачатрян,правильно,
Cуярко,Суярко,правильно,
Михайлишин,Михайлишин,правильно,
Паламарюк,Паламарюк,правильно,
Зеркаль,Зеркаль,правильно,
Лімар,Лимар,Исправлено,
Острянський,Острянский,правильно,
Совсун,Совсун,правильно,
Зюбрицький,Зюбрицкий,Исправлено,
Скоцик,Скоцик,правильно,
Вадовська,Вадовская,Исправлено,
Росік,Росик,Исправлено,
Шилова,Шилова,правильно,
Кіпенко,Кипенко,Исправлено,
Коновець,Коновец,правильно,
Сіденко,Сиденко,правильно,
М'ялиця,Мялица,правильно,
Атрошенко,Атрошенко,правильно,
Петешенкова,Петешенкова,правильно,
Стан,Стан,правильно,
Харьков,Харьков,правильно,
Толкач,Толкач,правильно,
Кушнерик,Кушнерик,правильно,
Глуговський,Глуговский,правильно,
Коменчук,Коменчук,правильно,
Капацин,Капацин,правильно,
Татарінова,Татаринова,правильно,
Голяшкін,Голяшкин,Исправлено,
Башловка,Башловка,правильно,
Крегул,Крегул,правильно,
Прудніков,Прудников,правильно,
Коротенко,Коротенко,правильно,
Чигринець,Чигринец,правильно,
Рябенко,Рябенко,правильно,
Мушак,Мушак,правильно,
Бродченко,Бродченко,правильно,
Берадзе,Берадзе,правильно,
Куксов,Куксов,правильно,
Устенко,Устенко,правильно,
Головатий,Головатый,Исправлено,
Яловий,Яловый,Исправлено,
Танченко,Танченко,правильно,
Озарянська,Озарянская,Исправлено,
Медяний,Медяный,Исправлено,
Басараба,Басараба,правильно,
Заіка,Заика,правильно,
Вдовіченко,Вдовиченко,правильно,
Гетьман,Гетьман,Исправлено,
Сітайло,Ситайло,правильно,
Браніцький,Браницкий,Исправлено в оригинальной таблице и в адмминке,
Рутицька,Рутицкая,правильно,
Конюшко,Конюшко,правильно,
Іщейкін,Ищейкин,правильно,
Яцюк,Яцюк,правильно,
Фартушок,Фартушок,Исправлено,
Калитка,Калита,правильно,
Файдюк,Файдюк,правильно,
Шибко,Шибко,правильно,
Кленцарь,Кленцарь,правильно,
Шинкар,Шинкар,Исправлено,
Томилко,Томилко,правильно,
Якібчук,Якибчук,правильно,
Чередко,Чередко,правильно,
Вотяков,Вотяков,правильно,
Бялковський,Бялковский,правильно,
Патрашка,Патрашка,правильно,
Рокицький,Рокицкий,правильно,
Набоченко,Набоченко,правильно,
Підлісецький,Пидлисецкий,правильно,
Алєксєєв Віктор,Алексеев Виктор,правильно,
Кульбаба,Кульбаба,Исправлено,
Мігрін,Мигрин,правильно,
Кривенда,Кривенда,правильно,
Синиця,Синица,правильно,
Гриник,Гриник,правильно,
Умрихін,Умрихин,правильно,
Фінагеєв,Фінагеев,Исправлено,
Кривохижа,Кривохижа,правильно,
Семопядний,Семопядный,Исправлено,
Солтисюк,Солтисюк,правильно,
Сисоєва,Сысоева,правильно,
Ратнікова,Ратникова,правильно,
Заголдний,Заголдный,Исправлено,
Кандибка,Кандыбка,правильно,
Назарець,Назарец,правильно,
Тахтай,Тахтай,правильно,
Кабанченко,Кабанченко,правильно,
Фомінов,Фоминов,Исправлено,
Гапончук,Гапончук,правильно,
Матрунчик,Матрунчик,правильно,
Корсун,Корсун,правильно,
Бовтрук,Бовтрук,правильно,
Кокуленко,Кокуленко,правильно,
Олтаржевська,Олтаржевская,Исправлено,
Аліменко,Алименко,правильно,
Пейтер,Пейтер,правильно,
Курдзіль,Курдзиль,Исправлено,
Ладнич,Ладнич,правильно,
Древицький,Древицкий,Исправлено,
Білошкап,Билошкап,Исправлено,
Бужак,Бужак,правильно,
Воляновська,Воляновская,правильно,
Проник,Проник,правильно,
Кондес,Кондес,правильно,
Коннов,Коннов,правильно,
Стеблюк,Стеблюк,правильно,
Картере,Картере,правильно,
Сакварелідзе,Сакварелидзе,правильно,
Чепинога,Чепинога,правильно,
Солодков,Солодков,правильно,
Чухлєбов,Чухлебов,Исправлено,
Значок,Значок,правильно,
Лисична,Лисичная,Исправлено,
Лівандовська-Кочура,Ливандовская-Кочура,Исправлено,
Олуйко,Олуйко,правильно,
Хобор,Хобор,правильно,
Кожушок,Кожушок,Исправлено,
Копіца,Копица,правильно,
Парфененко,Парфененко,правильно,
Самсонкін,Самсонкин,Исправлено,
Белах,Белах,правильно,
Пікановський,Пикановский,Исправлено,
Бєлік,Белик,правильно,
Лукасевич,Лукасевич,правильно,
Фок,Фок,правильно,
Беляков,Беляков,правильно,
Шкоріна,Шкорина,Исправлено,
Береславець,Береславец,Исправлено,
Сарно,Сарно,правильно,
Чоха,Чоха,правильно,
Черпак,Черпак,правильно,
Лихоліт,Лихолит,правильно,
Могилєвкін,Могилевкин,Исправлено,
Орищин,Орищин,правильно,
Калачова,Калачева,правильно,
Мягченко,Мягченко,правильно,
Войт,Войт,правильно,
Калініченко,Калиниченко,правильно,
Лагодович,Лагодович,правильно,
Оседач,Оседач,правильно,
Новіцький,Новицкий,правильно,
Ніжнік,Нижник,правильно,
Чорна,Черная,правильно,
Лакомов,Лакомов,правильно,
Животенко,Животенко,правильно,
Волга,Волга,правильно,
Машкін,Машкин,правильно,
Фаренюк,Фаренюк,правильно,
Боймиструк,Боймыструк,Исправлено,
Диба,Дыба,правильно,
Колганова,Колганова,правильно,
Сельченкова,Сельченкова,правильно,
Фрунза,Фрунза,правильно,
Слюз,Слюз,правильно,
Чорнуцький,Чернуцкий,правильно,
Галасюк,Галасюк,правильно,
Бєшкарєв,Бешкарев,Исправлено,
Дьяченко,Дьяченко,правильно,
Дубневич,Дубневич,правильно,
Рунов,Рунов,правильно,
Сидорук,Сидорук,правильно,
Полторак,Полторак,правильно,
Щербей,Щербей,правильно,
Чеботар,Чеботарь,правильно,
Саїв,Саев,правильно,
Можар,Можар,правильно,
Байдацький,Байдацкий,правильно,
Голоборотько,Голоборотько,правильно,
Муженко,Муженко,правильно,
Придня,Придня,правильно,
Ковалевич,Ковалевич,правильно,
Алєксєєв,Алексеев,правильно,
Шебуєва,Шебуева,правильно,
Ізьо,Изьо,Исправлено,
Сакал,Сакал,правильно,
Лозовой,Лозовой,Исправлено,
Гірман,Гирман,правильно,
Силантьєв,Силантьев,правильно,
Радіонов,Радионов,правильно,
Маслей,Маслей,правильно,
Сугоняко,Сугоняко,правильно,
Єщенко Олександр,Ещенко Александр,правильно,
Холодякова,Холодякова,правильно,
Ярмус,Ярмус,правильно,
Романська,Романская,правильно,
Барчук,Барчук,правильно,
Сікиринський,Сикиринский,Исправлено,
Барилюк,Барилюк,правильно,
Філонова,Филонова,правильно,
Арестов,Арестов,правильно,
Дембовський,Дембовский,Исправлено в оригинальной таблице и в адмминке,
Касьяненко,Касьяненко,правильно,
Козачок,Козачок,Исправлено,
Єднак,Еднак,правильно,
Мацедонська,Мацедонская,Исправлено,
Андріанцева,Андрианцева,Исправлено,
Післєгіна,Пислегина,Исправлено,
Побірченко,Побирченко,правильно,
Чорнобривко,Чорнобривко,правильно,
Косіченко,Косиченко,Исправлено,
Катков,Катков,правильно,
Курліщук,Курлищук,Исправлено,
Гагін,Гагин,правильно,
Полещук,Полещук,правильно,
Туркевич,Туркевич,правильно,
Круш,Круш,правильно,
Процишен,Процишен,правильно,
Єленіна,Еленина,правильно,
Чаплига,Чаплыга,правильно,
Русинчук,Русинчук,правильно,
Крук,Крук,Исправлено,
Довбенко,Довбенко,правильно,
Шолох,Шолох,правильно,
Старунський,Старунский,правильно,
Заставний,Заставный,Исправлено,
